"customer_id","gender","age","likes_wine","likes_beer","likes_spirits","income","digital","social_media_usage","number_of_children","alcohol_connoisseur","alcohol_units_per_week","hobby_travel","hobby_watch_sports","hobby_foodie"
"BQ00051285","M",58,0,0,0,"£30-45K",1,"med",1,0,2,0,0,0
"BQ00059044","M",51,0,1,0,"£15-30K",1,"low",0,0,3,0,1,0
"ZQ00046229","F",72,1,1,0,"£15-30K",3,"low",3,0,6,0,0,1
"BQ00028367","F",73,0,0,0,"<£15K",2,"med",1,0,6,0,1,0
"ZQ00012335","M",49,1,0,0,"£15-30K",2,"low",1,0,15,1,1,0
"BQ00041296","F",38,0,0,0,"£30-45K",1,"low",2,0,5,0,0,1
"XQ0006445","M",45,1,0,0,"£45-75K",2,"low",2,1,8,1,1,0
"XQ00078186","M",45,1,1,1,"£30-45K",1,"med",1,0,5,0,0,1
"XQ00068811","M",39,0,1,1,"£15-30K",1,"low",4,0,3,0,1,1
"XQ00095409","M",61,0,0,0,"£15-30K",1,"low",2,0,11,0,0,0
"XQ00084464","M",44,1,0,0,"£30-45K",4,"low",1,0,7,1,1,0
"AQ00074238","M",74,0,0,1,"£15-30K",5,"low",0,1,6,0,0,1
"XQ00014005","F",69,0,0,0,"£15-30K",5,"low",2,0,2,0,1,0
"BQ00023918","M",37,0,0,0,"<£15K",1,"low",0,0,2,0,1,0
"ZQ00094681","M",51,0,0,1,"£15-30K",2,"low",0,0,12,0,0,0
"XQ00089434","M",62,0,0,0,"£15-30K",1,"low",1,1,3,0,1,0
"BQ00010114","F",48,0,0,0,"£45-75K",3,"med",1,1,12,0,1,1
"ZQ00026437","F",20,0,0,0,"<£15K",1,"med",0,0,13,0,0,0
"PQ00082604","F",67,1,0,0,"£30-45K",2,"low",1,1,7,1,0,0
"BQ00037239","F",38,0,0,1,"£30-45K",4,"low",3,1,9,0,1,0
"BQ00029548","M",36,0,0,1,"£30-45K",3,"high",1,0,6,0,0,0
"XQ00030268","M",65,1,0,1,"<£15K",1,"med",2,1,3,0,1,0
"PQ00060137","M",48,0,0,1,"£45-75K",2,"low",0,0,4,0,1,1
"ZQ00017736","M",46,0,0,1,"<£15K",1,"med",3,0,2,0,1,0
"BQ00062779","M",74,0,1,1,"£15-30K",3,"low",3,1,5,0,1,0
"AQ0008361","M",73,1,1,0,"<£15K",3,"low",4,1,3,0,1,0
"AQ00023771","M",41,1,0,1,"£15-30K",1,"high",2,1,2,0,0,0
"XQ00028853","M",36,1,1,0,"£30-45K",5,"low",3,0,2,0,0,1
"BQ00017067","M",19,1,1,1,"<£15K",1,"med",1,0,14,0,1,0
"BQ00070763","M",43,0,1,1,"£15-30K",2,"low",2,0,7,0,1,0
"AQ00053925","F",69,0,0,0,"£15-30K",4,"med",0,1,7,0,1,0
"BQ00027527","M",54,0,1,1,"£30-45K",2,"low",0,0,9,0,1,0
"BQ00012814","F",36,0,1,0,"£30-45K",1,"low",1,0,17,1,1,1
"PQ00032204","M",47,1,1,0,"£15-30K",3,"low",2,1,5,0,0,0
"BQ00065101","F",66,0,1,1,"£15-30K",4,"low",1,1,28,0,1,1
"ZQ00060976","F",37,0,0,0,"£30-45K",2,"high",0,0,9,0,1,1
"BQ00086347","F",36,1,0,0,"£15-30K",1,"low",0,0,6,0,0,0
"BQ00011002","M",71,0,0,1,"<£15K",4,"low",1,1,4,0,1,0
"PQ00085154","F",65,0,0,0,"<£15K",3,"high",0,0,11,0,1,0
"PQ00097625","M",71,0,0,0,"£15-30K",4,"low",3,0,7,1,1,0
"BQ00097548","M",61,0,1,1,"£45-75K",1,"high",2,0,6,0,1,1
"BQ00059717","M",73,1,0,0,"£15-30K",2,"med",1,0,1,0,0,0
"AQ00053664","M",35,1,0,0,"£45-75K",4,"high",0,0,11,0,0,0
"XQ00068080","M",41,0,1,1,"£45-75K",3,"med",0,0,8,0,0,0
"BQ00064081","M",30,0,1,0,"£15-30K",2,"high",0,0,4,0,1,0
"PQ00033194","F",39,1,0,0,"£15-30K",1,"low",1,1,8,0,1,0
"PQ00014731","F",70,1,0,0,"£15-30K",4,"low",0,1,6,0,1,1
"AQ00062587","M",43,1,0,1,"£30-45K",5,"low",0,0,7,0,1,1
"PQ00076452","M",42,1,0,0,"£15-30K",2,"med",2,0,4,0,1,0
"XQ00021720","M",64,1,0,0,"£45-75K",2,"low",1,1,5,0,0,0
"XQ00094769","F",74,0,0,0,"<£15K",3,"low",0,1,11,0,1,0
"XQ00012567","F",45,0,1,1,"£30-45K",1,"low",1,0,3,1,1,1
"BQ00092170","F",46,0,0,1,"£45-75K",1,"low",4,0,14,0,0,1
"XQ00069349","M",75,0,0,0,"£15-30K",3,"low",0,1,10,1,1,0
"XQ00039367","M",42,1,0,0,"£30-45K",4,"med",2,1,4,1,0,0
"ZQ00055981","M",73,1,1,1,"£15-30K",5,"low",2,1,4,0,1,0
"ZQ00040086","M",33,0,0,0,"£15-30K",1,"low",1,0,16,0,1,0
"BQ00043681","F",41,1,0,1,"£30-45K",1,"low",1,1,4,1,1,0
"BQ00092453","U",69,1,0,1,"£15-30K",3,"low",4,0,8,1,0,0
"XQ00051465","F",42,1,1,1,"£15-30K",2,"low",2,1,7,0,1,1
"PQ00078142","M",40,1,0,0,"£30-45K",5,"med",1,1,12,0,1,0
"ZQ00020138","F",19,0,1,0,"£15-30K",1,"high",2,1,7,0,1,1
"PQ00037626","M",49,0,0,0,"£30-45K",1,"low",1,1,5,0,1,1
"BQ00071291","F",20,0,0,0,"<£15K",1,"med",0,0,6,0,1,0
"XQ00015582","M",67,1,0,0,"£15-30K",4,"low",2,1,7,0,1,0
"XQ00027279","M",48,0,0,1,"£45-75K",3,"low",1,0,6,0,0,0
"BQ00091907","F",65,1,0,0,"<£15K",1,"low",0,0,15,0,1,0
"BQ00073463","M",40,0,1,0,"£15-30K",3,"low",2,1,7,0,1,1
"XQ00048034","M",75,1,0,0,"£15-30K",3,"high",2,0,15,0,1,0
"BQ00033567","M",20,1,1,0,"£45-75K",1,"med",0,0,2,0,0,1
"PQ00099492","F",44,0,0,1,"£75K+",2,"low",1,0,4,1,1,1
"XQ00064047","F",66,0,1,0,"£15-30K",3,"med",0,1,11,0,1,1
"BQ00049211","M",60,0,1,1,"£45-75K",3,"low",1,0,8,0,0,0
"ZQ00070087","F",67,0,0,1,"£15-30K",5,"low",2,1,12,0,0,1
"XQ00086093","F",65,1,1,1,"<£15K",2,"med",1,1,7,0,1,0
"AQ00012013","M",66,0,1,1,"£30-45K",1,"med",1,1,6,0,0,1
"XQ00027435","M",42,0,0,1,"<£15K",2,"med",1,1,8,0,1,1
"BQ00094755","M",18,0,0,0,"<£15K",1,"med",1,0,8,0,1,0
"PQ00069772","M",18,1,1,1,"<£15K",1,"med",0,0,3,1,0,0
"ZQ00067751","M",37,0,0,0,"£30-45K",3,"low",2,1,33,1,1,0
"BQ00030804","M",60,0,0,0,"£45-75K",2,"med",1,0,17,0,1,1
"AQ00069113","F",39,0,0,0,"£15-30K",3,"low",3,1,8,0,1,0
"PQ00061774","M",38,0,1,1,"£30-45K",5,"low",1,1,1,0,1,0
"AQ00030821","F",41,0,0,0,"£30-45K",1,"low",0,0,0,0,1,1
"ZQ00076612","M",37,0,0,0,"£30-45K",1,"high",0,1,9,0,0,0
"AQ00061242","M",36,0,0,0,"£45-75K",3,"low",0,0,4,0,1,1
"BQ00050546","M",42,1,0,0,"£45-75K",1,"low",2,0,11,1,1,1
"XQ0004663","F",64,1,0,0,"£15-30K",4,"low",1,1,2,0,1,0
"ZQ0001965","M",66,1,0,1,"<£15K",3,"low",0,1,6,0,0,1
"XQ00083687","M",36,1,1,1,"£15-30K",1,"med",0,0,8,1,1,0
"XQ00085777","M",73,1,0,0,"<£15K",3,"low",3,0,11,0,1,0
"AQ00072729","F",42,0,1,1,"£30-45K",2,"low",2,1,7,0,0,0
"XQ00038234","F",72,1,0,0,"<£15K",4,"low",1,1,9,0,1,0
"XQ00033998","M",41,1,0,1,"£45-75K",4,"low",1,1,12,0,0,1
"XQ00099713","M",19,0,0,0,"£30-45K",3,"low",0,0,11,0,0,0
"PQ00088721","M",40,0,0,1,"£30-45K",1,"low",1,1,16,0,0,0
"PQ00048858","F",60,0,0,0,"£15-30K",4,"low",0,1,2,0,1,0
"AQ00022572","M",46,1,0,0,"£45-75K",1,"med",3,0,2,1,1,1
"BQ00026662","M",62,0,1,0,"£15-30K",4,"low",4,0,12,0,1,0
"BQ00027365","F",48,0,0,0,"£30-45K",3,"low",2,1,9,0,0,1
"XQ00060587","F",62,0,0,1,"£30-45K",1,"med",3,0,9,1,1,0
"AQ00042253","U",68,0,0,1,"£30-45K",5,"low",3,0,3,0,1,0
"ZQ00056127","M",65,1,1,1,"£30-45K",5,"low",1,0,5,0,1,0
"XQ00091698","F",19,1,0,1,"£15-30K",4,"high",1,1,5,0,1,0
"XQ00036415","M",21,0,0,1,"£30-45K",1,"high",0,1,11,0,0,1
"AQ00055262","M",43,0,0,0,"£30-45K",1,"med",1,1,11,0,1,0
"XQ00029503","F",35,0,0,0,"£15-30K",5,"high",1,0,6,0,1,0
"AQ00092031","M",42,0,0,1,"£30-45K",2,"low",3,1,1,0,1,1
"AQ00070174","M",49,0,0,1,"£15-30K",4,"low",2,0,12,0,1,0
"BQ00017088","M",42,1,0,0,"£45-75K",1,"high",0,0,2,0,0,1
"BQ00082222","F",46,1,0,1,"£45-75K",5,"low",1,1,4,0,1,0
"AQ00076432","M",68,1,0,1,"<£15K",4,"med",1,1,12,0,1,0
"ZQ00060718","M",63,1,0,1,"£15-30K",4,"high",1,0,10,0,1,0
"BQ00066477","F",18,0,0,1,"<£15K",1,"high",1,0,8,0,1,0
"XQ0005409","M",39,1,0,0,"£30-45K",3,"low",2,0,10,0,0,0
"XQ00022216","F",72,1,1,1,"£30-45K",2,"low",2,0,10,1,0,0
"AQ0004516","M",39,0,1,1,"£45-75K",1,"low",1,1,4,0,0,0
"ZQ00030267","F",64,0,0,1,"£15-30K",5,"low",2,0,3,0,1,1
"AQ00096043","U",41,1,1,1,"£30-45K",4,"low",0,1,3,0,1,0
"ZQ00074149","M",18,0,0,1,"<£15K",1,"med",0,1,7,0,1,1
"PQ00034428","M",43,1,1,1,"£15-30K",1,"high",0,1,25,0,1,0
"XQ00074047","M",61,0,0,0,"£45-75K",1,"med",1,1,9,1,0,0
"AQ00083338","M",48,0,0,1,"£30-45K",1,"high",2,1,6,0,0,0
"XQ00074289","F",64,1,0,0,"£15-30K",2,"low",2,0,14,0,1,0
"BQ00046108","F",54,0,1,1,"£15-30K",5,"low",0,1,11,0,1,0
"AQ00060072","U",41,1,0,1,"£15-30K",4,"low",2,0,7,0,1,1
"AQ0008626","M",44,0,0,0,"£45-75K",1,"med",2,0,12,0,0,1
"XQ00079250","M",75,0,0,0,"£15-30K",5,"med",0,1,11,0,1,0
"BQ00031771","M",74,1,0,1,"<£15K",4,"low",0,1,4,0,0,0
"BQ00072905","F",39,0,1,1,"£30-45K",1,"low",1,0,3,1,1,0
"AQ00087052","M",75,0,1,1,"<£15K",1,"med",3,1,8,0,1,0
"PQ00097522","F",43,0,0,0,"£30-45K",2,"med",1,0,8,0,1,0
"XQ00069116","M",23,0,0,1,"<£15K",1,"high",0,0,5,0,1,0
"ZQ00070410","M",41,1,0,0,"£15-30K",5,"low",3,1,2,0,1,1
"BQ00079704","M",21,0,0,1,"£30-45K",1,"high",0,1,11,1,0,0
"PQ00040727","M",40,0,0,0,"£15-30K",1,"med",0,0,6,0,1,1
"ZQ00048384","F",44,1,0,1,"£30-45K",3,"low",0,0,9,0,0,0
"ZQ00080531","M",64,0,1,0,"£45-75K",2,"med",1,0,8,1,1,0
"PQ00036711","M",47,1,0,0,"£15-30K",1,"med",2,0,0,0,1,0
"ZQ00012570","M",67,0,0,0,"<£15K",5,"low",1,1,11,1,1,0
"XQ00080613","M",48,1,0,1,"£30-45K",2,"med",1,1,15,1,0,1
"AQ00088025","M",21,0,1,1,"£45-75K",1,"high",0,0,10,0,1,0
"PQ00072492","M",68,1,0,0,"<£15K",4,"low",2,1,9,0,1,0
"XQ00099431","M",41,1,0,1,"£15-30K",2,"high",0,0,7,0,1,0
"AQ00019750","F",71,1,0,0,"<£15K",3,"high",3,1,8,0,1,0
"BQ00023933","F",62,0,0,1,"£45-75K",3,"med",1,0,4,0,1,0
"ZQ00052066","M",21,1,0,0,"£15-30K",1,"low",0,0,10,0,1,1
"BQ0006501","F",60,0,0,0,"£45-75K",1,"med",1,0,2,0,0,1
"XQ00039292","M",37,1,0,0,"£15-30K",2,"med",4,1,13,0,1,0
"AQ00064021","M",37,1,0,0,"£45-75K",5,"high",3,1,17,0,0,0
"AQ00026274","F",61,1,0,0,"£30-45K",1,"high",0,0,6,0,1,0
"ZQ00096592","M",19,1,0,0,"<£15K",1,"med",0,1,16,0,1,0
"PQ00016590","M",33,0,0,1,"£15-30K",1,"low",0,0,8,1,1,0
"AQ0006197","M",61,0,1,1,"£30-45K",2,"high",0,0,9,1,0,0
"XQ00077","F",36,0,1,0,"£30-45K",3,"low",1,0,6,0,0,1
"BQ00052666","M",44,0,0,1,"£45-75K",1,"high",1,0,6,0,0,0
"AQ00046602","M",39,0,1,1,"<£15K",1,"high",0,0,17,0,1,0
"AQ00079917","F",60,0,0,1,"£15-30K",1,"low",1,0,6,0,1,1
"ZQ00014727","M",50,0,1,1,"£30-45K",3,"low",1,0,6,0,0,0
"BQ00076537","F",47,1,1,1,"£15-30K",5,"low",0,1,7,0,1,0
"BQ00035084","F",39,0,1,0,"£30-45K",4,"high",1,0,6,0,0,1
"XQ0001461","F",66,1,1,0,"£30-45K",5,"low",1,0,1,1,1,1
"PQ00059086","M",19,0,0,1,"£15-30K",1,"med",0,0,7,0,1,0
"PQ00011920","F",50,1,1,1,"£30-45K",3,"high",2,0,13,1,0,1
"AQ00064457","F",35,1,1,1,"£30-45K",1,"med",1,1,7,0,0,0
"BQ00079535","M",45,0,1,0,"£15-30K",2,"low",1,0,16,0,1,0
"ZQ00069776","F",40,0,1,0,"£15-30K",2,"high",2,1,7,1,1,0
"PQ00041638","M",71,0,0,1,"<£15K",5,"med",1,0,15,0,0,0
"ZQ0002305","U",54,1,0,0,"£30-45K",1,"low",2,0,3,0,1,1
"ZQ00044521","F",44,1,0,0,"£15-30K",2,"low",0,0,2,0,1,0
"AQ00093671","M",64,1,1,0,"£45-75K",1,"low",2,0,11,0,0,0
"BQ00024638","M",61,1,0,1,"£15-30K",5,"low",1,1,14,0,1,0
"AQ00056308","M",45,0,1,0,"£30-45K",3,"high",1,0,9,0,0,0
"ZQ00071831","M",35,0,0,1,"£30-45K",1,"med",1,1,3,0,1,0
"XQ0003626","M",66,1,0,1,"<£15K",4,"low",0,1,1,0,0,1
"PQ00064212","F",58,0,0,0,"£30-45K",4,"low",1,0,7,0,0,0
"ZQ00013331","F",29,0,0,1,"£30-45K",1,"low",0,1,9,0,0,1
"PQ00052487","F",48,0,1,0,"£75K+",1,"low",0,0,8,1,0,0
"XQ00042173","M",64,1,0,0,"£30-45K",1,"high",1,1,4,0,0,0
"PQ00038538","M",45,1,0,0,"£30-45K",4,"high",0,1,5,0,0,0
"XQ0006218","M",60,1,1,1,"£45-75K",5,"med",1,0,13,1,1,0
"XQ00094365","M",33,0,0,1,"£15-30K",1,"low",1,1,3,0,1,0
"BQ0008844","M",33,0,1,1,"£30-45K",2,"low",0,1,9,0,1,0
"AQ00090091","M",67,1,0,1,"<£15K",3,"low",1,0,2,0,1,0
"ZQ00098775","M",19,1,1,0,"<£15K",1,"high",0,0,7,0,1,0
"XQ00068572","F",30,0,0,0,"<£15K",1,"high",0,1,4,0,1,0
"PQ00081746","U",34,0,0,0,"<£15K",1,"med",2,1,3,1,1,0
"ZQ00097562","M",36,0,0,0,"£30-45K",3,"low",2,1,4,0,0,0
"ZQ00031878","F",35,0,0,1,"£15-30K",1,"low",2,0,11,0,1,0
"PQ00036581","M",40,0,1,0,"£45-75K",1,"low",2,0,11,0,1,1
"AQ00059556","M",44,0,0,0,"£15-30K",2,"med",2,0,3,0,1,0
"XQ00030115","M",45,1,1,0,"£30-45K",1,"med",1,1,10,0,1,0
"BQ00094706","M",46,1,0,1,"<£15K",3,"low",1,1,11,0,1,0
"PQ0005554","F",44,0,0,1,"£30-45K",3,"low",0,1,13,1,0,0
"ZQ0008068","F",36,0,0,1,"£30-45K",1,"low",0,0,5,0,0,0
"BQ00047998","F",48,0,0,1,"£30-45K",3,"high",0,1,2,0,0,0
"PQ00065513","M",60,1,0,0,"£15-30K",4,"low",1,0,11,0,1,0
"AQ00028873","F",46,0,1,0,"£45-75K",1,"med",3,0,2,0,0,1
"PQ00011608","F",74,1,0,0,"£15-30K",5,"low",1,1,13,0,1,0
"XQ00082826","F",48,1,0,0,"£30-45K",2,"low",0,0,15,0,1,0
"BQ00013914","M",58,0,1,1,"£15-30K",2,"low",0,0,5,0,0,0
"AQ00056558","F",48,0,1,1,"£45-75K",3,"low",0,0,9,0,1,0
"PQ00075528","F",72,1,0,0,"£30-45K",3,"low",0,0,9,0,0,0
"ZQ00041517","M",36,1,1,0,"£45-75K",3,"med",2,1,7,0,1,0
"PQ00083525","F",68,0,1,0,"£30-45K",5,"med",3,1,8,1,1,1
"PQ00040309","M",43,1,0,0,"£45-75K",2,"low",1,0,10,0,0,1
"ZQ00087844","F",63,0,1,0,"£15-30K",3,"low",1,0,12,0,1,0
"PQ00091839","M",61,1,0,1,"£15-30K",1,"low",2,0,3,0,1,1
"ZQ00024487","F",46,1,1,0,"£30-45K",1,"low",2,0,4,1,1,0
"BQ00048183","F",44,0,0,0,"£30-45K",2,"med",3,0,2,1,1,0
"XQ00075338","F",64,0,0,0,"£30-45K",2,"low",2,1,11,0,1,1
"PQ00062751","M",42,1,0,0,"£15-30K",3,"low",0,0,6,0,1,0
"PQ00032456","F",49,0,0,0,"£30-45K",2,"med",1,1,5,0,1,1
"ZQ00064827","M",75,0,0,1,"£15-30K",4,"low",2,1,8,0,1,1
"BQ00090855","M",48,0,0,0,"£15-30K",1,"low",3,1,21,0,1,0
"XQ00034100","M",19,1,0,1,"£45-75K",1,"high",0,0,10,1,1,0
"BQ00053526","M",67,0,0,0,"£15-30K",5,"low",1,0,5,0,1,0
"PQ00058456","M",43,0,0,0,"£30-45K",1,"med",2,0,9,0,0,0
"XQ00093245","M",41,0,1,1,"£15-30K",4,"low",0,1,6,1,1,0
"XQ00098081","M",43,0,0,0,"£15-30K",4,"med",2,0,10,0,1,0
"ZQ0002322","M",71,0,0,1,"£30-45K",5,"med",1,1,5,0,0,0
"ZQ00056604","F",21,1,0,1,"£45-75K",3,"high",0,1,20,0,1,1
"PQ00081632","F",63,1,0,1,"£45-75K",1,"med",1,1,8,1,0,0
"AQ00018138","M",21,0,0,1,"£30-45K",1,"high",0,1,8,0,1,1
"AQ0003202","F",45,0,0,1,"£15-30K",1,"low",3,0,9,0,1,1
"PQ00012424","M",58,0,0,1,"£15-30K",2,"low",2,1,12,0,1,0
"PQ00019191","M",72,0,0,0,"£15-30K",3,"low",2,1,2,0,1,0
"XQ00039366","M",38,1,0,1,"£45-75K",2,"low",1,0,13,0,1,0
"ZQ00068682","M",19,1,1,0,"£30-45K",3,"high",0,0,8,0,0,0
"AQ00081867","F",46,0,0,0,"£45-75K",5,"high",0,0,8,0,1,1
