Date,Ad set name,Ad name,Campaign name,Impressions,Cost,Website purchases,Cost per website purchase,CPC (cost per link click),CTR (link click-through rate),Signup,Registration,Unique purchases,Unique adds to cart,Website leads,Unique link clicks,Unique mobile app adds of payment info,Conversion rate ranking,Post shares,Return on ad spend (ROAS),Unique completed registrations,Post comments
2020-11-22,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2462,24.84,,,12.42,0.08,,,,,,2,,1,,0,,
2020-11-22,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,222,2.35,,,,0,,,,,,,,0,,0,,
2020-11-22,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,6260,72.11,,,5.55,0.21,,1,,,,13,,1,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,516,3.94,,,3.94,0.19,,,,,,1,,0,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,7072,67.58,,,3.07,0.31,,1,,,,22,,1,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,195,1.94,,,,0,,,,,,,,0,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2935,28.38,,,4.05,0.24,,1,,,,7,,1,,0,,
2020-11-22,life-insurance-25-44_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,62910,395.73,,,2.89,0.22,,7,,,,134,,3,3,0,,2
2020-11-22,life-insurance-25-44_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,18619,175.84,,,3.91,0.24,,13,,,,44,,3,,0,,2
2020-11-22,life-insurance-25-44_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,16250,86.8,,,3.1,0.17,,1,,,,28,,3,,0,,
2020-11-22,online-entertainment-25-54_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-interests,1717,8.74,,,0.62,0.82,,,,,,13,,3,1,0,,
2020-11-22,online-entertainment-25-54_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,17566,103.77,,,3.14,0.19,,3,,,,32,,3,,0,,
2020-11-22,online-entertainment-25-54_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,4284,45.55,,,5.69,0.19,,,,,,8,,3,,0,,
2020-11-22,online-entertainment-25-54_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,24248,101.52,1900-01-01,50.76,3.63,0.12,,3,,,,27,,3,,11.28,,
2020-11-22,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,791,5.61,,,2.81,0.25,,,,,,2,,3,,0,,
2020-11-22,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,10191,97.83,,,3.91,0.25,,1,,,,25,,3,,0,,1
2020-11-22,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,4526,67.46,,,7.5,0.2,,1,,,,9,,3,,0,,
2020-11-22,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,27247,225.27,,,5.36,0.15,,6,,,,41,,3,,0,,
2020-11-22,engagers-365-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,518,2.89,,,2.89,0.19,,,,,,1,,3,,0,,
2020-11-22,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,11159,83.42,,,3.48,0.22,,,,,,24,,3,,0,,1
2020-11-22,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3540,38.52,,,6.42,0.17,,1,,,,6,,3,,0,,
2020-11-22,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,8088,21.56,,,3.59,0.07,,,,,,6,,3,,0,,
2020-11-22,suits-happy-180-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,331,2.3,,,2.3,0.3,,,,,,1,,0,,0,,
2020-11-22,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,7351,73.05,,,5.62,0.18,,,,,,13,,3,,0,,1
2020-11-22,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1262,15.08,,,7.54,0.16,,2,,,,2,,3,,0,,
2020-11-22,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3834,26.33,,,4.39,0.16,,1,,,,6,,3,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,431,2.56,,,,0,,,,,,,,0,,0,,1
2020-11-22,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3707,29.85,,,2.49,0.32,,,,,,12,,3,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,755,7.35,,,3.68,0.26,,,,,,2,,3,,0,,
2020-11-22,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3795,22.84,,,4.57,0.13,,,,,,5,,3,,0,,
2020-11-22,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,11360,49.6,1899-12-31,49.6,1.71,0.26,,1,,,,27,,1,,19.25,,1
2020-11-22,engagers-30-ig_all-placements,believe-the-hype_static,pollenary_2-warm_wc-vc_uk,869,5.74,,,,0,,,,,,,,0,,0,,
2020-11-22,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,1131,4.95,,,,0,,,,,,,,1,,0,,
2020-11-22,visitors-1_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,692,17.84,,,2.97,0.87,,,,,,5,,0,,0,,
2020-11-22,visitors-1_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,637,19.87,1899-12-31,19.87,3.31,0.94,,2,,,,6,,0,,74.74,,
2020-11-22,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,412,12.58,,,6.29,0.49,,,,,,2,,0,,0,,
2020-11-22,visitors-2-7_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1268,14.04,,,,0,,,,,,,,0,,0,,
2020-11-22,visitors-2-7_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,1744,22.43,,,1.5,0.86,,1,,,,15,,0,,0,,
2020-11-22,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,753,10.25,,,3.42,0.4,,,,,,3,,0,,0,,
2020-11-21,"Post: ""Who's going to give Dale his next day away from...""","Post: ""Who's going to give Dale his next day away from...""","Post: ""Who's going to give Dale his next day away from...""",1294,3.58,,,0.4,0.7,,,,,,9,,3,,0,,
2020-11-21,"Post: ""✨⚰️  Glittery coffins""","Post: ""✨⚰️  Glittery coffins""","Post: ""✨⚰️  Glittery coffins""",876,3.6,,,0.6,0.68,,,,,,6,,2,1,0,,1
2020-11-21,customers-ll-1pc_all-placements_insomnia-video_w46-2020,insomnia_video,pollenary_0-incubator-creative_wc-registration_uk,12315,138.59,1899-12-31,138.59,1.49,0.76,,3,,,,89,,3,,8.32,,4
2020-11-21,customers-ll-1pc_all-placements_selfie-profiles-stylised_w46-2020,selfie-profiles-stylised_carousel,pollenary_0-incubator-creative_wc-registration_uk,12604,115.79,1899-12-31,115.79,2.18,0.42,,5,,,,44,,0,,2.93,,
2020-11-21,customers-ll-1pc_ig-stories_selfie-profiles-organic_w46-2020,selfie-profiles-organic-outline_carousel,pollenary_0-incubator-creative_wc-registration_uk,2505,44.62,,,2.62,0.68,,6,,,,16,,5,,0,,
2020-11-21,customers-ll-1pc_ig-stories_selfie-profiles-organic_w46-2020,selfie-profiles-organic-skullman_carousel,pollenary_0-incubator-creative_wc-registration_uk,5036,70.85,,,2.73,0.52,,8,,,,26,,5,1,0,,
2020-11-21,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2242,19.07,,,1.36,0.62,,,,,,14,,1,,0,,
2020-11-21,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,9367,94.75,1899-12-31,94.75,4.99,0.2,,2,,,,19,,1,,4.4,,1
2020-11-21,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1874,23.59,,,2.62,0.48,,,,,,9,,1,,0,,
2020-11-21,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,9774,109.94,,,5.5,0.2,,,,,,19,,1,,0,,
2020-11-21,engagers-365-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,773,4.83,,,2.42,0.26,,,,,,2,,1,,0,,
2020-11-21,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,6457,57.66,,,5.24,0.17,,,,,,11,,1,,0,,1
2020-11-21,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,715,6.78,,,,0,,,,,,,,1,,0,,
2020-11-21,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,4797,41.89,,,4.19,0.21,,,,,,10,,1,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,669,6.2,,,3.1,0.3,,,,,,2,,0,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2005,20.45,,,3.41,0.3,,,,,,6,,1,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,231,2.83,,,,0,,,,,,,,0,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,5224,65.43,,,5.45,0.23,,1,,,,11,,1,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,619,4.68,,,2.34,0.32,,,,,,2,,0,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,5916,59.69,,,4.97,0.2,,,,,,12,,1,,0,,1
2020-11-21,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,197,1.92,,,1.92,0.51,,,,,,1,,0,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2762,25.3,,,4.22,0.22,,,,,,6,,1,,0,,
2020-11-21,life-insurance-25-44_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,51691,339.24,1899-12-31,339.24,2.95,0.22,,10,,,,110,,3,,2.71,,1
2020-11-21,life-insurance-25-44_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,19444,185.48,,,4.12,0.23,,2,,,,45,,3,,0,,
2020-11-21,life-insurance-25-44_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,12618,84.36,,,3.24,0.21,,1,,,,25,,3,,0,,
2020-11-21,online-entertainment-25-54_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-interests,2166,11.75,,,1.18,0.46,,,,,,10,,3,,0,,
2020-11-21,online-entertainment-25-54_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,14510,93.4,,,4.25,0.15,,1,,,,22,,3,,0,,1
2020-11-21,online-entertainment-25-54_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,6109,64.74,1899-12-31,64.74,5.4,0.2,,2,,,,12,,3,,18.06,,
2020-11-21,online-entertainment-25-54_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,9301,52.05,,,3.47,0.16,,1,,,,15,,3,,0,,
2020-11-21,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1016,8.03,,,8.03,0.1,,,,,,1,,3,1,0,,
2020-11-21,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,9287,88.93,,,3.71,0.26,,,,,,23,,3,,0,,1
2020-11-21,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,6431,87.95,1899-12-31,87.95,4,0.34,,2,,,,20,,3,,7.44,,
2020-11-21,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,20426,198.62,1899-12-31,198.62,4.23,0.23,,8,,,,46,,3,,0.61,,
2020-11-21,engagers-365-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,664,3.63,,,,0,,,,,,,,2,,0,,
2020-11-21,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,9741,76.38,,,3.32,0.24,,2,,,,22,,3,1,0,,
2020-11-21,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,4208,44.96,1899-12-31,44.96,7.49,0.14,,1,,,,6,,3,,15.9,,
2020-11-21,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,6064,21.25,,,21.25,0.02,,,,,,1,,3,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,367,2.48,,,2.48,0.27,,,,,,1,,0,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,7573,80.78,,,4.25,0.25,,1,,,,19,,3,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1574,23.68,,,7.89,0.19,,1,,,,2,,3,,0,,
2020-11-21,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,2318,18.81,,,6.27,0.13,,,,,,3,,3,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,570,3.38,,,3.38,0.18,,,,,,1,,3,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,3543,30.1,,,5.02,0.17,,,,,,6,,3,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,749,6.83,,,3.42,0.27,,,,,,2,,3,,0,,
2020-11-21,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,2777,16.73,,,3.35,0.18,,,,,,5,,3,,0,,
2020-11-21,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,729,4.52,,,,0,,,,,,,,0,,0,,
2020-11-21,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,9516,45.19,,,2.26,0.21,,,,,,18,,1,,0,,2
2020-11-21,engagers-30-ig_all-placements,believe-the-hype_static,pollenary_2-warm_wc-vc_uk,1268,9.54,,,2.39,0.32,,,,,,4,,1,,0,,
2020-11-21,visitors-1_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,822,21.27,1899-12-31,21.27,4.25,0.61,,,,,,5,,0,,72.26,,1
2020-11-21,visitors-1_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,630,18.99,,,4.75,0.63,,,,,,4,,0,,0,,
2020-11-21,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,444,16.51,,,4.13,0.9,,,,,,4,,0,,0,,
2020-11-21,visitors-2-7_all-placements,believe-the-hype_static,pollenary_3-hot_wc-purchase_uk,1872,19.61,,,6.54,0.16,,,,,,3,,0,,0,,
2020-11-21,visitors-2-7_all-placements,trustpilot-richard_video,pollenary_3-hot_wc-purchase_uk,1684,24.78,,,2.75,0.53,,1,,,,9,,0,,0,,
2020-11-21,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,806,11.06,,,3.69,0.37,,,,,,3,,0,,0,,
2020-11-20,"Post: ""Who's going to give Dale his next day away from...""","Post: ""Who's going to give Dale his next day away from...""","Post: ""Who's going to give Dale his next day away from...""",1206,3.34,,,0.48,0.58,,,,,,7,,3,1,0,,
2020-11-20,"Post: ""✨⚰️  Glittery coffins""","Post: ""✨⚰️  Glittery coffins""","Post: ""✨⚰️  Glittery coffins""",691,3.13,,,0.52,0.87,,,,,,6,,0,2,0,,2
2020-11-20,customers-ll-1pc_all-placements_insomnia-video_w46-2020,insomnia_video,pollenary_0-incubator-creative_wc-registration_uk,12533,139.84,,,0.7,1.59,,7,,,,195,,2,7,0,,13
2020-11-20,customers-ll-1pc_all-placements_selfie-profiles-stylised_w46-2020,selfie-profiles-stylised_carousel,pollenary_0-incubator-creative_wc-registration_uk,11472,120.78,1899-12-31,120.78,3.45,0.31,,5,,,,35,,0,,2.22,,2
2020-11-20,customers-ll-1pc_ig-stories_selfie-profiles-organic_w46-2020,selfie-profiles-organic-outline_carousel,pollenary_0-incubator-creative_wc-registration_uk,419,6.79,1899-12-31,6.79,0.85,1.91,,2,,,,7,,0,,109.28,,
2020-11-20,customers-ll-1pc_ig-stories_selfie-profiles-organic_w46-2020,selfie-profiles-organic-skullman_carousel,pollenary_0-incubator-creative_wc-registration_uk,2159,27.16,,,1.81,0.69,,5,,,,15,,5,,0,,
2020-11-20,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2972,27.92,,,3.99,0.24,,,,,,5,,1,,0,,1
2020-11-20,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,11100,107.94,,,6,0.16,,1,,,,18,,1,1,0,,1
2020-11-20,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,3442,41.76,,,13.92,0.09,,,,,,3,,1,,0,,1
2020-11-20,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,5988,73.33,,,3.49,0.35,,4,,,,19,,1,,0,,1
2020-11-20,engagers-365-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,930,6.12,,,6.12,0.11,,,,,,1,,1,,0,,
2020-11-20,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,7302,60.58,,,5.05,0.16,,,,,,11,,1,,0,,
2020-11-20,engagers-365-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,977,10.04,,,,0,,,,,,,,1,,0,,
2020-11-20,engagers-365-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2832,25.75,,,6.44,0.14,,,,,,4,,1,,0,,
2020-11-20,suits-happy-180-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,649,6.86,,,1.72,0.62,,,,,,4,,1,,0,,
2020-11-20,suits-happy-180-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,2444,26.5,,,6.63,0.16,,1,,,,4,,1,,0,,1
2020-11-20,suits-happy-180-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,244,2.74,,,2.74,0.41,,,,,,1,,0,,0,,
2020-11-20,suits-happy-180-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,3513,42.36,,,4.71,0.26,,,,,,9,,1,,0,,
2020-11-20,visitors-90-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,684,5.18,,,0.86,0.88,,,,,,5,,1,,0,,1
2020-11-20,visitors-90-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,7174,70.01,,,3.68,0.26,,,,,,19,,1,,0,,
2020-11-20,visitors-90-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,372,3.14,,,3.14,0.27,,,,,,1,,0,,0,,
2020-11-20,visitors-90-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-purchase_uk-ll-1pc-25-44,1692,16.12,,,5.37,0.18,,,,,,3,,1,,0,,
2020-11-20,life-insurance-25-44_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,47879,346.39,1899-12-31,346.39,4.28,0.17,,7,,,,81,,3,,4.28,,3
2020-11-20,life-insurance-25-44_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,18444,184.35,1899-12-31,184.35,2.84,0.35,,8,,,,61,,3,,10.3,,
2020-11-20,life-insurance-25-44_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,9060,71.03,,,4.44,0.18,,,,,,16,,3,,0,,
2020-11-20,online-entertainment-25-54_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-interests,3448,19.7,,,1.16,0.49,,,,,,14,,3,1,0,,2
2020-11-20,online-entertainment-25-54_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-interests,15466,108.93,,,3.3,0.21,,2,,,,33,,3,1,0,,1
2020-11-20,online-entertainment-25-54_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-interests,5154,55.37,1899-12-31,55.37,6.15,0.17,,,,,,9,,3,,6.92,,
2020-11-20,online-entertainment-25-54_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-interests,5921,44.52,,,3.18,0.24,,3,,,,14,,3,,0,,
2020-11-20,customers-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,1694,13.44,,,2.69,0.3,,,,,,5,,3,,0,,1
2020-11-20,customers-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,10856,119.07,,,4.41,0.25,,2,,,,27,,3,,0,,
2020-11-20,customers-ll-1pc_all-placements,pants-down-animatic_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,6069,80.56,,,6.2,0.21,,3,,,,13,,3,,0,,1
2020-11-20,customers-ll-1pc_all-placements,pants-down_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,15506,162.86,1899-12-31,162.86,4.65,0.23,,3,,,,33,,3,,3.46,,
2020-11-20,engagers-365-ll-1pc_all-placements,exploding-myths-V2_video,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,969,6.2,,,,0,,,,,,,,2,,0,,
2020-11-20,engagers-365-ll-1pc_all-placements,near-death_static,pollenary_1-cold_wc-registration_uk-ll-1pc-25-44,10160,82.9,,,2.96,0.28,,1,,,,26,,3,,0,,1
